Page,Date,Views,Page_Name,Project,Access,Agent,Year,Month,DayOfWeek,DayOfWeekName,Quarter,WeekOfYear
2PM_zh.wikipedia.org_all-access_spider,2015-07-22,17.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
3C_zh.wikipedia.org_all-access_spider,2015-07-22,8.0,3C,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
4minute_zh.wikipedia.org_all-access_spider,2015-07-22,10.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-22,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
5566_zh.wikipedia.org_all-access_spider,2015-07-22,9.0,5566,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
91Days_zh.wikipedia.org_all-access_spider,2015-07-22,,91Days,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-22,8.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
AKB48_zh.wikipedia.org_all-access_spider,2015-07-22,17.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,30
2NE1_zh.wikipedia.org_all-access_spider,2015-07-23,20.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
2PM_zh.wikipedia.org_all-access_spider,2015-07-23,22.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
3C_zh.wikipedia.org_all-access_spider,2015-07-23,8.0,3C,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
4minute_zh.wikipedia.org_all-access_spider,2015-07-23,11.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-23,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
5566_zh.wikipedia.org_all-access_spider,2015-07-23,14.0,5566,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
91Days_zh.wikipedia.org_all-access_spider,2015-07-23,,91Days,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-23,38.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
AKB48_zh.wikipedia.org_all-access_spider,2015-07-23,18.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,30
2NE1_zh.wikipedia.org_all-access_spider,2015-07-24,18.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
2PM_zh.wikipedia.org_all-access_spider,2015-07-24,9.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
3C_zh.wikipedia.org_all-access_spider,2015-07-24,6.0,3C,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
4minute_zh.wikipedia.org_all-access_spider,2015-07-24,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-24,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
5566_zh.wikipedia.org_all-access_spider,2015-07-24,10.0,5566,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
91Days_zh.wikipedia.org_all-access_spider,2015-07-24,,91Days,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-24,17.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
AKB48_zh.wikipedia.org_all-access_spider,2015-07-24,15.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,30
2NE1_zh.wikipedia.org_all-access_spider,2015-07-25,15.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
2PM_zh.wikipedia.org_all-access_spider,2015-07-25,39.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
3C_zh.wikipedia.org_all-access_spider,2015-07-25,6.0,3C,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
4minute_zh.wikipedia.org_all-access_spider,2015-07-25,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-25,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
5566_zh.wikipedia.org_all-access_spider,2015-07-25,8.0,5566,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
91Days_zh.wikipedia.org_all-access_spider,2015-07-25,,91Days,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-25,45.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
AKB48_zh.wikipedia.org_all-access_spider,2015-07-25,23.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,5,Saturday,3,30
2NE1_zh.wikipedia.org_all-access_spider,2015-07-26,14.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
2PM_zh.wikipedia.org_all-access_spider,2015-07-26,13.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
3C_zh.wikipedia.org_all-access_spider,2015-07-26,2.0,3C,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
4minute_zh.wikipedia.org_all-access_spider,2015-07-26,11.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-26,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
5566_zh.wikipedia.org_all-access_spider,2015-07-26,3.0,5566,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
91Days_zh.wikipedia.org_all-access_spider,2015-07-26,,91Days,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-26,14.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
AKB48_zh.wikipedia.org_all-access_spider,2015-07-26,11.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,6,Sunday,3,30
2NE1_zh.wikipedia.org_all-access_spider,2015-07-27,49.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-07-27,11.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-07-27,2.0,3C,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-07-27,9.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-27,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-07-27,74.0,5566,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-07-27,,91Days,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-27,15.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-07-27,20.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,0,Monday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-07-28,10.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-07-28,12.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-07-28,3.0,3C,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-07-28,11.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-28,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-07-28,17.0,5566,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-07-28,,91Days,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-28,56.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-07-28,35.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,1,Tuesday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-07-29,16.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-07-29,21.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-07-29,2.0,3C,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-07-29,44.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-29,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-07-29,8.0,5566,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-07-29,,91Days,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-29,30.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-07-29,20.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,2,Wednesday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-07-30,18.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-07-30,19.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-07-30,4.0,3C,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-07-30,8.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-30,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-07-30,6.0,5566,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-07-30,,91Days,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-30,15.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-07-30,11.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,3,Thursday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-07-31,8.0,2NE1,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-07-31,9.0,2PM,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-07-31,3.0,3C,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-07-31,14.0,4minute,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-07-31,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-07-31,9.0,5566,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-07-31,,91Days,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-07-31,115.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-07-31,13.0,AKB48,zh.wikipedia.org,all-access,spider,2015,7,4,Friday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-08-01,5.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-08-01,15.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-08-01,3.0,3C,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-08-01,19.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-01,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-08-01,3.0,5566,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-08-01,,91Days,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-01,6.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-08-01,11.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-08-02,9.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
2PM_zh.wikipedia.org_all-access_spider,2015-08-02,33.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
3C_zh.wikipedia.org_all-access_spider,2015-08-02,5.0,3C,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
4minute_zh.wikipedia.org_all-access_spider,2015-08-02,10.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-02,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
5566_zh.wikipedia.org_all-access_spider,2015-08-02,10.0,5566,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
91Days_zh.wikipedia.org_all-access_spider,2015-08-02,,91Days,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-02,25.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
AKB48_zh.wikipedia.org_all-access_spider,2015-08-02,13.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,31
2NE1_zh.wikipedia.org_all-access_spider,2015-08-03,7.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-03,8.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-03,3.0,3C,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-03,17.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-03,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-03,21.0,5566,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-03,,91Days,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-03,10.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-03,20.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-04,13.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-04,8.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-04,5.0,3C,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-04,17.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-04,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-04,9.0,5566,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-04,,91Days,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-04,135.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-04,47.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-05,9.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-05,7.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-05,4.0,3C,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-05,10.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-05,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-05,5.0,5566,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-05,,91Days,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-05,40.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-05,25.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,2,Wednesday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-06,7.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-06,13.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-06,2.0,3C,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-06,7.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-06,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-06,3.0,5566,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-06,,91Days,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-06,63.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-06,93.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,3,Thursday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-07,4.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-07,2.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-07,5.0,3C,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-07,10.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-07,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-07,4.0,5566,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-07,,91Days,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-07,32.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-07,13.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,4,Friday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-08,11.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-08,23.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-08,1.0,3C,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-08,1.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-08,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-08,1.0,5566,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-08,,91Days,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-08,35.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-08,18.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,5,Saturday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-09,10.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
2PM_zh.wikipedia.org_all-access_spider,2015-08-09,12.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
3C_zh.wikipedia.org_all-access_spider,2015-08-09,4.0,3C,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
4minute_zh.wikipedia.org_all-access_spider,2015-08-09,8.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-09,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
5566_zh.wikipedia.org_all-access_spider,2015-08-09,7.0,5566,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
91Days_zh.wikipedia.org_all-access_spider,2015-08-09,,91Days,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-09,65.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
AKB48_zh.wikipedia.org_all-access_spider,2015-08-09,24.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,6,Sunday,3,32
2NE1_zh.wikipedia.org_all-access_spider,2015-08-10,5.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
2PM_zh.wikipedia.org_all-access_spider,2015-08-10,27.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
3C_zh.wikipedia.org_all-access_spider,2015-08-10,5.0,3C,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
4minute_zh.wikipedia.org_all-access_spider,2015-08-10,27.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2015-08-10,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
5566_zh.wikipedia.org_all-access_spider,2015-08-10,3.0,5566,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
91Days_zh.wikipedia.org_all-access_spider,2015-08-10,,91Days,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
A'N'D_zh.wikipedia.org_all-access_spider,2015-08-10,14.0,A'N'D,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
AKB48_zh.wikipedia.org_all-access_spider,2015-08-10,8.0,AKB48,zh.wikipedia.org,all-access,spider,2015,8,0,Monday,3,33
2NE1_zh.wikipedia.org_all-access_spider,2015-08-11,9.0,2NE1,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,33
2PM_zh.wikipedia.org_all-access_spider,2015-08-11,27.0,2PM,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,33
3C_zh.wikipedia.org_all-access_spider,2015-08-11,0.0,3C,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,33
4minute_zh.wikipedia.org_all-access_spider,2015-08-11,19.0,4minute,zh.wikipedia.org,all-access,spider,2015,8,1,Tuesday,3,33
